Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,
06-28-2022 03:00,28-06-2022 15:58,Delhi,432,IDENTITY THEFT,78,F,Firearm,Violent Crime,7,Yes,
06-28-2022 04:00,29-06-2022 03:07,Kanpur,526,IDENTITY THEFT,35,F,Explosives,Violent Crime,2,Yes,
06-28-2022 05:00,29-06-2022 00:57,Mumbai,435,ASSAULT,53,M,Explosives,Violent Crime,1,No,
06-28-2022 06:00,28-06-2022 09:28,Lucknow,498,ROBBERY,25,F,Knife,Violent Crime,7,No,
06-28-2022 07:00,28-06-2022 08:40,Ahmedabad,413,KIDNAPPING,44,M,Other,Other Crime,4,Yes,
06-28-2022 08:00,28-06-2022 23:44,Nagpur,287,EXTORTION,60,X,Knife,Other Crime,5,No,
06-28-2022 09:00,29-06-2022 07:57,Ahmedabad,107,SEXUAL ASSAULT,35,X,Explosives,Violent Crime,14,No,
06-28-2022 10:00,29-06-2022 05:46,Chennai,499,COUNTERFEITING,50,X,Blunt Object,Other Crime,9,No,
06-28-2022 11:00,28-06-2022 13:27,Chennai,403,FRAUD,59,M,Poison,Other Crime,19,No,
06-28-2022 12:00,29-06-2022 03:13,Kolkata,418,HOMICIDE,34,M,Knife,Other Crime,16,No,
06-28-2022 13:00,29-06-2022 03:51,Delhi,207,DRUG OFFENSE,51,F,Knife,Other Crime,7,No,
06-28-2022 14:00,28-06-2022 23:03,Delhi,359,SEXUAL ASSAULT,25,F,None,Violent Crime,7,Yes,
06-28-2022 15:00,29-06-2022 09:10,Bangalore,567,PUBLIC INTOXICATION,69,X,Blunt Object,Other Crime,2,No,
06-28-2022 16:00,29-06-2022 00:21,Delhi,416,PUBLIC INTOXICATION,15,F,Poison,Other Crime,5,No,
06-28-2022 17:00,29-06-2022 15:39,Pune,244,DRUG OFFENSE,60,F,Other,Other Crime,4,Yes,
06-28-2022 18:00,29-06-2022 17:15,Hyderabad,308,ILLEGAL POSSESSION,22,X,Poison,Other Crime,1,Yes,
06-28-2022 19:00,29-06-2022 08:16,Pune,501,FIREARM OFFENSE,46,F,Poison,Fire Accident,5,No,
06-28-2022 20:00,29-06-2022 09:25,Bhopal,214,SEXUAL ASSAULT,33,F,Other,Violent Crime,11,Yes,
06-28-2022 21:00,29-06-2022 02:51,Lucknow,519,DRUG OFFENSE,49,F,Blunt Object,Other Crime,9,No,
06-28-2022 22:00,29-06-2022 19:38,Mumbai,111,IDENTITY THEFT,59,F,Other,Violent Crime,3,No,
06-28-2022 23:00,28-06-2022 23:02,Kolkata,583,DOMESTIC VIOLENCE,76,X,Explosives,Violent Crime,6,No,
06-29-2022 00:00,29-06-2022 16:14,Chennai,492,DOMESTIC VIOLENCE,37,M,Blunt Object,Violent Crime,1,Yes,
06-29-2022 01:00,29-06-2022 11:53,Ahmedabad,167,ROBBERY,73,F,Explosives,Violent Crime,12,No,
06-29-2022 02:00,29-06-2022 06:42,Hyderabad,370,ARSON,56,F,None,Fire Accident,17,Yes,
06-29-2022 03:00,29-06-2022 05:48,Delhi,208,KIDNAPPING,36,F,Blunt Object,Other Crime,3,No,
06-29-2022 04:00,29-06-2022 07:15,Nashik,272,ROBBERY,31,M,Poison,Violent Crime,11,No,
06-29-2022 05:00,29-06-2022 15:01,Ludhiana,206,SEXUAL ASSAULT,74,X,Blunt Object,Violent Crime,1,Yes,
06-29-2022 06:00,30-06-2022 01:57,Kolkata,418,PUBLIC INTOXICATION,35,X,Knife,Other Crime,18,Yes,
06-29-2022 07:00,29-06-2022 16:52,Lucknow,250,IDENTITY THEFT,54,M,Knife,Violent Crime,3,Yes,
06-29-2022 08:00,30-06-2022 00:35,Chennai,366,ARSON,49,M,Firearm,Fire Accident,11,No,
06-29-2022 09:00,30-06-2022 00:36,Hyderabad,451,BURGLARY,31,F,Firearm,Other Crime,19,No,
06-29-2022 10:00,30-06-2022 04:34,Bangalore,142,CYBERCRIME,16,F,Blunt Object,Other Crime,18,No,
06-29-2022 11:00,29-06-2022 18:00,Agra,141,KIDNAPPING,66,X,Poison,Other Crime,4,No,
06-29-2022 12:00,30-06-2022 00:26,Chennai,506,FIREARM OFFENSE,33,M,Blunt Object,Fire Accident,15,No,
06-29-2022 13:00,29-06-2022 19:01,Delhi,531,IDENTITY THEFT,32,M,Poison,Violent Crime,2,No,
06-29-2022 14:00,30-06-2022 04:45,Agra,519,PUBLIC INTOXICATION,59,F,Knife,Other Crime,9,Yes,
06-29-2022 15:00,29-06-2022 23:58,Mumbai,548,EXTORTION,23,M,Blunt Object,Other Crime,3,No,
06-29-2022 16:00,29-06-2022 17:42,Bangalore,156,PUBLIC INTOXICATION,71,X,Explosives,Other Crime,18,Yes,
06-29-2022 17:00,30-06-2022 00:08,Nagpur,420,TRAFFIC VIOLATION,10,F,Blunt Object,Traffic Fatality,3,Yes,
06-29-2022 18:00,30-06-2022 15:17,Meerut,386,DOMESTIC VIOLENCE,50,X,Explosives,Violent Crime,8,No,
06-29-2022 19:00,30-06-2022 04:09,Visakhapatnam,104,TRAFFIC VIOLATION,32,X,Explosives,Traffic Fatality,6,No,
06-29-2022 20:00,30-06-2022 00:45,Chennai,383,BURGLARY,37,M,Knife,Other Crime,1,No,
06-29-2022 21:00,30-06-2022 06:35,Pune,443,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,4,Yes,
06-29-2022 22:00,30-06-2022 14:36,Kolkata,382,HOMICIDE,76,X,Knife,Other Crime,12,Yes,
06-29-2022 23:00,30-06-2022 07:59,Mumbai,431,COUNTERFEITING,73,M,None,Other Crime,11,No,
06-30-2022 00:00,30-06-2022 17:54,Delhi,312,ARSON,68,X,Knife,Fire Accident,10,Yes,
06-30-2022 01:00,30-06-2022 11:53,Chennai,338,FIREARM OFFENSE,76,M,Blunt Object,Fire Accident,1,No,
06-30-2022 02:00,30-06-2022 17:36,Mumbai,381,VEHICLE - STOLEN,20,F,Explosives,Violent Crime,6,No,
06-30-2022 03:00,30-06-2022 11:27,Hyderabad,169,IDENTITY THEFT,51,X,Poison,Violent Crime,11,Yes,
06-30-2022 04:00,30-06-2022 15:41,Kolkata,538,VANDALISM,15,F,Firearm,Other Crime,15,No,
06-30-2022 05:00,30-06-2022 11:54,Kanpur,210,SEXUAL ASSAULT,11,F,Blunt Object,Violent Crime,3,Yes,
06-30-2022 06:00,30-06-2022 06:08,Delhi,241,VANDALISM,49,F,Firearm,Other Crime,9,No,
06-30-2022 07:00,01-07-2022 00:23,Chennai,518,ASSAULT,61,M,Blunt Object,Violent Crime,17,Yes,
06-30-2022 08:00,01-07-2022 06:49,Mumbai,110,ILLEGAL POSSESSION,20,F,Other,Other Crime,14,Yes,
06-30-2022 09:00,01-07-2022 04:07,Chennai,167,ARSON,51,M,Blunt Object,Fire Accident,14,Yes,
06-30-2022 10:00,30-06-2022 15:03,Delhi,222,COUNTERFEITING,33,M,Firearm,Other Crime,5,Yes,
06-30-2022 11:00,30-06-2022 18:24,Ahmedabad,466,ASSAULT,38,M,None,Violent Crime,10,No,
06-30-2022 12:00,30-06-2022 14:50,Delhi,160,DOMESTIC VIOLENCE,54,X,Explosives,Violent Crime,7,No,
06-30-2022 13:00,01-07-2022 09:27,Srinagar,471,SHOPLIFTING,56,F,Firearm,Other Crime,9,Yes,
06-30-2022 14:00,01-07-2022 12:11,Ludhiana,422,ASSAULT,12,X,Blunt Object,Violent Crime,19,No,
06-30-2022 15:00,01-07-2022 02:43,Hyderabad,506,DRUG OFFENSE,33,M,Other,Other Crime,8,Yes,
06-30-2022 16:00,30-06-2022 22:30,Delhi,499,ROBBERY,34,M,Other,Violent Crime,6,Yes,
06-30-2022 17:00,01-07-2022 15:17,Bangalore,402,COUNTERFEITING,52,M,Other,Other Crime,10,Yes,
06-30-2022 18:00,30-06-2022 21:48,Kolkata,157,HOMICIDE,52,M,Knife,Other Crime,12,Yes,
06-30-2022 19:00,01-07-2022 00:51,Delhi,107,ARSON,60,X,Blunt Object,Fire Accident,3,No,
06-30-2022 20:00,01-07-2022 06:55,Bangalore,103,FIREARM OFFENSE,30,F,Knife,Fire Accident,16,Yes,
06-30-2022 21:00,01-07-2022 20:32,Delhi,180,TRAFFIC VIOLATION,32,F,Poison,Traffic Fatality,11,Yes,
06-30-2022 22:00,01-07-2022 12:23,Meerut,207,DOMESTIC VIOLENCE,72,X,Knife,Violent Crime,16,No,
06-30-2022 23:00,01-07-2022 12:45,Delhi,214,SHOPLIFTING,73,F,None,Other Crime,6,No,
07-01-2022 00:00,01-07-2022 11:45,Mumbai,323,DRUG OFFENSE,65,M,None,Other Crime,5,No,
07-01-2022 01:00,01-07-2022 23:07,Ahmedabad,445,ROBBERY,79,X,Blunt Object,Violent Crime,2,Yes,
07-01-2022 02:00,01-07-2022 10:16,Indore,453,VANDALISM,40,X,Poison,Other Crime,7,Yes,
07-01-2022 03:00,02-07-2022 02:28,Chennai,408,VANDALISM,50,F,Firearm,Other Crime,13,Yes,
07-01-2022 04:00,01-07-2022 21:42,Delhi,396,DRUG OFFENSE,14,M,Explosives,Other Crime,6,No,
07-01-2022 05:00,01-07-2022 20:13,Delhi,194,IDENTITY THEFT,58,M,Explosives,Violent Crime,7,No,
07-01-2022 06:00,02-07-2022 03:10,Thane,370,PUBLIC INTOXICATION,55,M,Other,Other Crime,12,Yes,
07-01-2022 07:00,01-07-2022 13:40,Kolkata,565,FIREARM OFFENSE,15,X,Knife,Fire Accident,11,No,
07-01-2022 08:00,02-07-2022 04:53,Kanpur,270,KIDNAPPING,61,X,None,Other Crime,2,No,
07-01-2022 09:00,02-07-2022 00:14,Chennai,199,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,No,
07-01-2022 10:00,01-07-2022 23:40,Jaipur,129,EXTORTION,15,X,Explosives,Other Crime,3,Yes,
07-01-2022 11:00,01-07-2022 11:43,Delhi,463,BURGLARY,65,X,None,Other Crime,18,Yes,
07-01-2022 12:00,02-07-2022 02:37,Nagpur,304,KIDNAPPING,64,M,Knife,Other Crime,10,Yes,
07-01-2022 13:00,01-07-2022 20:37,Kolkata,401,COUNTERFEITING,44,X,Poison,Other Crime,7,Yes,
07-01-2022 14:00,02-07-2022 01:09,Delhi,231,FIREARM OFFENSE,33,X,None,Fire Accident,7,Yes,
07-01-2022 15:00,02-07-2022 10:34,Delhi,510,VEHICLE - STOLEN,73,X,Knife,Violent Crime,6,No,
07-01-2022 16:00,01-07-2022 22:20,Jaipur,552,CYBERCRIME,68,M,None,Other Crime,6,No,
07-01-2022 17:00,01-07-2022 19:35,Mumbai,367,DOMESTIC VIOLENCE,69,X,Explosives,Violent Crime,5,No,
07-01-2022 18:00,02-07-2022 07:24,Surat,473,ROBBERY,64,F,Blunt Object,Violent Crime,17,No,
07-01-2022 19:00,02-07-2022 18:23,Pune,432,TRAFFIC VIOLATION,38,X,Knife,Traffic Fatality,8,No,
07-01-2022 20:00,02-07-2022 16:40,Jaipur,116,PUBLIC INTOXICATION,27,F,Firearm,Other Crime,11,No,
07-01-2022 21:00,01-07-2022 22:40,Lucknow,340,HOMICIDE,63,F,Knife,Other Crime,4,Yes,
07-01-2022 22:00,02-07-2022 11:13,Delhi,438,DRUG OFFENSE,32,X,Poison,Other Crime,7,No,
07-01-2022 23:00,02-07-2022 00:26,Hyderabad,138,ARSON,67,F,Poison,Fire Accident,10,No,
07-02-2022 00:00,02-07-2022 15:56,Kanpur,234,ROBBERY,79,M,Knife,Violent Crime,15,Yes,
07-02-2022 01:00,02-07-2022 08:10,Bangalore,586,PUBLIC INTOXICATION,22,X,Explosives,Other Crime,9,Yes,
07-02-2022 02:00,02-07-2022 08:17,Delhi,289,BURGLARY,32,X,None,Other Crime,3,Yes,
07-02-2022 03:00,02-07-2022 09:55,Agra,501,PUBLIC INTOXICATION,11,F,Explosives,Other Crime,19,Yes,
07-02-2022 04:00,02-07-2022 20:59,Varanasi,156,SHOPLIFTING,35,F,Other,Other Crime,3,Yes,
07-02-2022 05:00,03-07-2022 03:03,Pune,138,TRAFFIC VIOLATION,37,F,Other,Traffic Fatality,15,Yes,
07-02-2022 06:00,02-07-2022 14:42,Mumbai,253,BURGLARY,42,M,Knife,Other Crime,8,Yes,
07-02-2022 07:00,02-07-2022 15:58,Jaipur,311,VANDALISM,33,M,Firearm,Other Crime,10,Yes,
07-02-2022 08:00,02-07-2022 14:33,Chennai,337,ROBBERY,23,F,Firearm,Violent Crime,13,Yes,
07-02-2022 09:00,03-07-2022 03:07,Patna,192,EXTORTION,61,M,Firearm,Other Crime,5,No,
07-02-2022 10:00,03-07-2022 09:10,Pune,186,DRUG OFFENSE,44,F,Knife,Other Crime,11,No,
07-02-2022 11:00,03-07-2022 07:29,Mumbai,599,BURGLARY,34,X,Firearm,Other Crime,13,No,
07-02-2022 12:00,02-07-2022 20:46,Mumbai,482,SEXUAL ASSAULT,78,F,Other,Violent Crime,18,Yes,
07-02-2022 13:00,02-07-2022 17:52,Kanpur,420,DRUG OFFENSE,14,M,Firearm,Other Crime,17,Yes,
07-02-2022 14:00,02-07-2022 14:49,Mumbai,585,CYBERCRIME,56,X,Firearm,Other Crime,13,No,
07-02-2022 15:00,03-07-2022 02:52,Ludhiana,150,BURGLARY,73,F,Firearm,Other Crime,9,Yes,
07-02-2022 16:00,02-07-2022 23:37,Chennai,149,ILLEGAL POSSESSION,44,X,Knife,Other Crime,2,No,
07-02-2022 17:00,03-07-2022 11:38,Agra,155,BURGLARY,18,M,Poison,Other Crime,13,No,
07-02-2022 18:00,03-07-2022 08:15,Delhi,241,ROBBERY,68,X,Other,Violent Crime,11,Yes,
07-02-2022 19:00,03-07-2022 11:40,Bangalore,570,ROBBERY,54,X,Explosives,Violent Crime,4,Yes,
07-02-2022 20:00,03-07-2022 05:34,Pune,194,TRAFFIC VIOLATION,27,M,Firearm,Traffic Fatality,16,No,
07-02-2022 21:00,03-07-2022 05:06,Hyderabad,209,ARSON,36,X,Explosives,Fire Accident,17,Yes,
07-02-2022 22:00,03-07-2022 08:36,Varanasi,127,FRAUD,55,F,Poison,Other Crime,17,No,
07-02-2022 23:00,03-07-2022 08:39,Pune,541,VANDALISM,66,M,Knife,Other Crime,1,Yes,
07-03-2022 00:00,03-07-2022 03:52,Delhi,517,COUNTERFEITING,25,M,Blunt Object,Other Crime,8,No,
07-03-2022 01:00,03-07-2022 16:40,Kolkata,195,SEXUAL ASSAULT,64,M,Blunt Object,Violent Crime,14,Yes,
07-03-2022 02:00,03-07-2022 03:18,Bangalore,520,EXTORTION,49,M,Knife,Other Crime,12,Yes,
07-03-2022 03:00,03-07-2022 17:29,Jaipur,314,KIDNAPPING,53,F,Poison,Other Crime,6,No,
07-03-2022 04:00,03-07-2022 06:05,Bhopal,461,SEXUAL ASSAULT,47,X,Firearm,Violent Crime,19,No,
07-03-2022 05:00,03-07-2022 06:14,Bangalore,476,FRAUD,65,F,Firearm,Other Crime,18,Yes,
07-03-2022 06:00,03-07-2022 21:26,Mumbai,260,FIREARM OFFENSE,72,F,Poison,Fire Accident,7,Yes,
07-03-2022 07:00,04-07-2022 01:14,Delhi,548,CYBERCRIME,45,F,Other,Other Crime,8,Yes,
07-03-2022 08:00,04-07-2022 02:27,Mumbai,312,KIDNAPPING,59,X,Knife,Other Crime,15,Yes,
07-03-2022 09:00,04-07-2022 03:47,Mumbai,392,ILLEGAL POSSESSION,79,X,Knife,Other Crime,1,No,
07-03-2022 10:00,03-07-2022 13:38,Chennai,227,HOMICIDE,34,X,Explosives,Other Crime,9,Yes,
07-03-2022 11:00,03-07-2022 20:28,Ludhiana,510,DOMESTIC VIOLENCE,66,F,Poison,Violent Crime,1,No,
07-03-2022 12:00,04-07-2022 09:28,Pune,335,HOMICIDE,46,X,Explosives,Other Crime,7,Yes,
07-03-2022 13:00,04-07-2022 11:59,Bangalore,567,ARSON,15,F,None,Fire Accident,18,Yes,
07-03-2022 14:00,04-07-2022 09:53,Surat,218,IDENTITY THEFT,51,M,Other,Violent Crime,7,Yes,
07-03-2022 15:00,04-07-2022 01:59,Chennai,259,SHOPLIFTING,78,F,Firearm,Other Crime,11,Yes,
07-03-2022 16:00,04-07-2022 01:22,Rajkot,138,DOMESTIC VIOLENCE,30,M,None,Violent Crime,10,Yes,
07-03-2022 17:00,04-07-2022 14:10,Ludhiana,545,EXTORTION,43,F,Firearm,Other Crime,14,No,
07-03-2022 18:00,04-07-2022 02:29,Hyderabad,590,DOMESTIC VIOLENCE,52,X,Explosives,Violent Crime,7,Yes,
07-03-2022 19:00,04-07-2022 15:19,Mumbai,256,ASSAULT,74,F,Explosives,Violent Crime,7,No,
07-03-2022 20:00,03-07-2022 23:55,Hyderabad,305,VEHICLE - STOLEN,68,M,Explosives,Violent Crime,15,Yes,
07-03-2022 21:00,04-07-2022 12:32,Indore,554,ROBBERY,63,F,Knife,Violent Crime,17,Yes,
07-03-2022 22:00,04-07-2022 04:05,Ahmedabad,408,PUBLIC INTOXICATION,12,X,Explosives,Other Crime,1,Yes,
07-03-2022 23:00,04-07-2022 14:37,Bangalore,130,TRAFFIC VIOLATION,20,X,Knife,Traffic Fatality,3,No,
07-04-2022 00:00,04-07-2022 13:27,Kanpur,451,SHOPLIFTING,10,M,Blunt Object,Other Crime,15,Yes,
07-04-2022 01:00,04-07-2022 08:08,Delhi,231,VEHICLE - STOLEN,51,M,Other,Violent Crime,9,No,
07-04-2022 02:00,04-07-2022 09:05,Chennai,595,ARSON,24,F,Firearm,Fire Accident,7,Yes,
07-04-2022 03:00,05-07-2022 02:06,Kolkata,205,DOMESTIC VIOLENCE,73,F,Poison,Violent Crime,9,No,
07-04-2022 04:00,04-07-2022 05:58,Delhi,574,HOMICIDE,59,F,None,Other Crime,12,No,
07-04-2022 05:00,04-07-2022 17:21,Nagpur,295,DRUG OFFENSE,36,X,Knife,Other Crime,17,No,
07-04-2022 06:00,05-07-2022 04:05,Bhopal,302,ARSON,39,X,Explosives,Fire Accident,5,Yes,
07-04-2022 07:00,04-07-2022 18:32,Nashik,283,COUNTERFEITING,72,F,None,Other Crime,13,No,
07-04-2022 08:00,04-07-2022 23:43,Mumbai,500,DOMESTIC VIOLENCE,40,F,Explosives,Violent Crime,4,Yes,
07-04-2022 09:00,04-07-2022 10:01,Bangalore,362,TRAFFIC VIOLATION,11,M,Poison,Traffic Fatality,19,No,
07-04-2022 10:00,04-07-2022 17:02,Bangalore,398,ASSAULT,26,X,Explosives,Violent Crime,2,Yes,
07-04-2022 11:00,04-07-2022 18:15,Bangalore,159,FIREARM OFFENSE,22,M,None,Fire Accident,14,No,
07-04-2022 12:00,04-07-2022 15:31,Surat,191,PUBLIC INTOXICATION,74,F,Knife,Other Crime,16,No,
07-04-2022 13:00,04-07-2022 18:23,Nagpur,370,IDENTITY THEFT,72,M,Blunt Object,Violent Crime,18,Yes,
07-04-2022 14:00,04-07-2022 16:18,Bangalore,120,ROBBERY,19,F,Knife,Violent Crime,13,Yes,
07-04-2022 15:00,04-07-2022 19:56,Delhi,533,ILLEGAL POSSESSION,18,M,Knife,Other Crime,12,No,
07-04-2022 16:00,05-07-2022 01:01,Bangalore,413,HOMICIDE,46,F,Blunt Object,Other Crime,10,No,
07-04-2022 17:00,05-07-2022 04:15,Hyderabad,184,DRUG OFFENSE,43,X,Explosives,Other Crime,7,No,
07-04-2022 18:00,05-07-2022 13:13,Delhi,223,KIDNAPPING,47,M,Knife,Other Crime,4,No,
07-04-2022 19:00,05-07-2022 17:49,Jaipur,261,ROBBERY,40,F,Knife,Violent Crime,16,Yes,
07-04-2022 20:00,05-07-2022 03:10,Mumbai,112,PUBLIC INTOXICATION,10,F,Poison,Other Crime,16,No,
07-04-2022 21:00,05-07-2022 10:26,Chennai,540,TRAFFIC VIOLATION,55,M,None,Traffic Fatality,11,No,
07-04-2022 22:00,05-07-2022 07:08,Chennai,138,KIDNAPPING,36,M,Firearm,Other Crime,13,Yes,
07-04-2022 23:00,05-07-2022 02:58,Kolkata,176,SEXUAL ASSAULT,69,F,Blunt Object,Violent Crime,13,Yes,
07-05-2022 00:00,05-07-2022 17:46,Kanpur,471,HOMICIDE,35,F,None,Other Crime,13,No,
07-05-2022 01:00,05-07-2022 16:48,Pune,416,CYBERCRIME,37,X,Poison,Other Crime,11,No,
07-05-2022 02:00,05-07-2022 15:41,Indore,506,CYBERCRIME,34,X,Knife,Other Crime,14,Yes,
07-05-2022 03:00,05-07-2022 06:05,Chennai,263,TRAFFIC VIOLATION,44,M,Other,Traffic Fatality,14,No,
07-05-2022 04:00,05-07-2022 04:03,Kolkata,190,PUBLIC INTOXICATION,22,F,Firearm,Other Crime,8,Yes,
07-05-2022 05:00,05-07-2022 10:22,Agra,239,COUNTERFEITING,17,M,Firearm,Other Crime,18,No,
07-05-2022 06:00,05-07-2022 10:40,Delhi,494,DOMESTIC VIOLENCE,26,X,Blunt Object,Violent Crime,2,Yes,
07-05-2022 07:00,05-07-2022 16:03,Kolkata,104,KIDNAPPING,70,F,Poison,Other Crime,4,No,
07-05-2022 08:00,05-07-2022 16:07,Kanpur,281,VANDALISM,27,F,Knife,Other Crime,8,No,
07-05-2022 09:00,05-07-2022 20:55,Kolkata,213,FIREARM OFFENSE,39,F,Blunt Object,Fire Accident,5,No,
07-05-2022 10:00,06-07-2022 08:56,Thane,272,PUBLIC INTOXICATION,42,M,Firearm,Other Crime,5,Yes,
07-05-2022 11:00,05-07-2022 13:09,Jaipur,492,FIREARM OFFENSE,76,F,Blunt Object,Fire Accident,16,No,
07-05-2022 12:00,06-07-2022 04:57,Bangalore,567,VANDALISM,51,X,Blunt Object,Other Crime,5,No,
07-05-2022 13:00,06-07-2022 00:54,Ahmedabad,391,BURGLARY,26,M,Firearm,Other Crime,11,Yes,
07-05-2022 14:00,05-07-2022 15:45,Bangalore,420,VEHICLE - STOLEN,38,F,Knife,Violent Crime,6,Yes,
07-05-2022 15:00,06-07-2022 11:08,Ahmedabad,163,ASSAULT,71,X,Firearm,Violent Crime,13,No,
07-05-2022 16:00,06-07-2022 14:39,Mumbai,296,VEHICLE - STOLEN,62,X,Explosives,Violent Crime,6,No,
07-05-2022 17:00,06-07-2022 07:44,Delhi,568,DOMESTIC VIOLENCE,53,X,Firearm,Violent Crime,2,No,
07-05-2022 18:00,06-07-2022 15:00,Pune,418,FRAUD,54,F,Knife,Other Crime,19,No,
07-05-2022 19:00,05-07-2022 19:12,Delhi,213,ILLEGAL POSSESSION,40,X,Explosives,Other Crime,13,Yes,
07-05-2022 20:00,06-07-2022 13:56,Mumbai,309,CYBERCRIME,26,M,Poison,Other Crime,17,Yes,
07-05-2022 21:00,06-07-2022 09:47,Mumbai,379,VANDALISM,72,F,Firearm,Other Crime,15,No,
07-05-2022 22:00,06-07-2022 02:46,Surat,182,SHOPLIFTING,78,X,None,Other Crime,15,No,
07-05-2022 23:00,06-07-2022 10:59,Bangalore,228,VEHICLE - STOLEN,75,M,Poison,Violent Crime,5,No,
07-06-2022 00:00,06-07-2022 06:42,Chennai,591,DRUG OFFENSE,58,F,Explosives,Other Crime,3,Yes,
07-06-2022 01:00,07-07-2022 00:52,Kolkata,342,FRAUD,60,X,Blunt Object,Other Crime,7,No,
07-06-2022 02:00,06-07-2022 13:47,Bangalore,286,EXTORTION,18,M,Poison,Other Crime,3,Yes,
07-06-2022 03:00,07-07-2022 02:50,Hyderabad,461,VEHICLE - STOLEN,30,X,Poison,Violent Crime,8,No,
07-06-2022 04:00,06-07-2022 16:33,Delhi,527,ROBBERY,78,X,Other,Violent Crime,14,No,
07-06-2022 05:00,07-07-2022 02:38,Mumbai,583,VEHICLE - STOLEN,14,F,Other,Violent Crime,5,Yes,
07-06-2022 06:00,07-07-2022 03:50,Varanasi,492,BURGLARY,51,X,Other,Other Crime,12,No,
07-06-2022 07:00,06-07-2022 22:13,Mumbai,457,FRAUD,58,M,Knife,Other Crime,1,No,
07-06-2022 08:00,06-07-2022 15:42,Ahmedabad,283,KIDNAPPING,44,X,Other,Other Crime,10,No,
07-06-2022 09:00,07-07-2022 00:47,Bangalore,519,COUNTERFEITING,31,F,Blunt Object,Other Crime,5,No,
07-06-2022 10:00,06-07-2022 16:22,Delhi,132,FRAUD,61,X,Knife,Other Crime,16,No,
07-06-2022 11:00,06-07-2022 20:37,Agra,152,VANDALISM,58,F,Knife,Other Crime,19,Yes,
07-06-2022 12:00,06-07-2022 13:54,Indore,323,VANDALISM,15,F,Poison,Other Crime,16,No,
07-06-2022 13:00,07-07-2022 03:34,Srinagar,311,ASSAULT,21,X,Other,Violent Crime,2,No,
07-06-2022 14:00,06-07-2022 18:12,Surat,292,FIREARM OFFENSE,29,X,None,Fire Accident,15,No,
07-06-2022 15:00,07-07-2022 11:05,Bangalore,535,COUNTERFEITING,65,X,Explosives,Other Crime,14,Yes,
07-06-2022 16:00,06-07-2022 20:40,Delhi,439,TRAFFIC VIOLATION,41,F,Explosives,Traffic Fatality,1,Yes,
07-06-2022 17:00,07-07-2022 08:06,Hyderabad,340,KIDNAPPING,46,X,Knife,Other Crime,12,No,
07-06-2022 18:00,07-07-2022 04:04,Mumbai,380,PUBLIC INTOXICATION,64,F,Poison,Other Crime,6,Yes,
07-06-2022 19:00,06-07-2022 20:24,Delhi,273,FRAUD,24,M,Knife,Other Crime,13,No,
07-06-2022 20:00,07-07-2022 17:20,Kalyan,559,FRAUD,49,M,None,Other Crime,13,No,
07-06-2022 21:00,07-07-2022 09:25,Mumbai,491,VANDALISM,66,F,Explosives,Other Crime,17,No,
07-06-2022 22:00,07-07-2022 12:47,Nagpur,150,SHOPLIFTING,16,X,Poison,Other Crime,18,Yes,
07-06-2022 23:00,07-07-2022 19:23,Kolkata,465,ASSAULT,32,M,Blunt Object,Violent Crime,15,Yes,
07-07-2022 00:00,07-07-2022 14:31,Kanpur,437,KIDNAPPING,66,M,Blunt Object,Other Crime,1,Yes,
07-07-2022 01:00,07-07-2022 02:16,Delhi,151,TRAFFIC VIOLATION,67,M,Explosives,Traffic Fatality,5,No,
07-07-2022 02:00,08-07-2022 01:35,Jaipur,372,ASSAULT,77,X,Firearm,Violent Crime,1,No,
07-07-2022 03:00,07-07-2022 08:28,Delhi,221,HOMICIDE,25,X,Other,Other Crime,19,No,
07-07-2022 04:00,07-07-2022 10:53,Lucknow,136,ARSON,26,M,Firearm,Fire Accident,18,No,
07-07-2022 05:00,07-07-2022 11:17,Mumbai,147,SHOPLIFTING,60,M,Knife,Other Crime,6,No,
07-07-2022 06:00,07-07-2022 07:51,Hyderabad,161,IDENTITY THEFT,13,M,None,Violent Crime,7,No,
07-07-2022 07:00,07-07-2022 17:07,Pune,234,COUNTERFEITING,39,F,Knife,Other Crime,11,No,
07-07-2022 08:00,07-07-2022 23:04,Surat,544,FIREARM OFFENSE,66,M,Other,Fire Accident,2,Yes,
07-07-2022 09:00,08-07-2022 04:53,Mumbai,595,ILLEGAL POSSESSION,48,M,Firearm,Other Crime,16,No,
07-07-2022 10:00,08-07-2022 01:07,Surat,357,FRAUD,38,M,Explosives,Other Crime,9,Yes,
07-07-2022 11:00,08-07-2022 02:32,Delhi,185,CYBERCRIME,45,X,Blunt Object,Other Crime,16,Yes,
07-07-2022 12:00,07-07-2022 13:53,Surat,123,SHOPLIFTING,34,X,Explosives,Other Crime,8,No,
07-07-2022 13:00,08-07-2022 03:43,Hyderabad,490,ASSAULT,66,M,Explosives,Violent Crime,10,Yes,
07-07-2022 14:00,07-07-2022 22:42,Kanpur,294,HOMICIDE,41,F,Firearm,Other Crime,17,Yes,
07-07-2022 15:00,07-07-2022 16:03,Mumbai,135,ASSAULT,17,M,Explosives,Violent Crime,12,No,
